typeID,regionID,date,lowPrice,highPrice,avgPrice,volume,orders
34,10000032,2014-08-21,5.05,5.28,5.07,1457213203,651
34,10000042,2014-08-21,4.9,5.1,5.04,427817242,373
34,10000043,2014-08-21,5.25,5.26,5.25,3213635016,697
34,10000002,2014-08-22,5.32,5.4,5.38,11327164707,1765
34,10000030,2014-08-22,5.11,5.32,5.23,2420922515,571
34,10000032,2014-08-22,5.14,5.15,5.15,1466109057,807
34,10000042,2014-08-22,4.32,7.29,5.0518,1013610554,451
34,10000043,2014-08-22,5.1,5.25,5.24,3439973155,819
34,10000002,2014-08-23,5.29,5.39,5.37,12438051614,2213
34,10000030,2014-08-23,5.07,5.19,5.16,685046108,749
34,10000032,2014-08-23,5.0,5.23,5.18,903370718,1027
34,10000042,2014-08-23,5.1,5.1,5.1,821833933,554
34,10000043,2014-08-23,5.23,5.36,5.2699,4393476786,1003
34,10000002,2014-08-24,5.3,5.41,5.37,15371245450,2261
34,10000030,2014-08-24,5.08,5.35,5.2,1642787429,750
34,10000032,2014-08-24,5.05,5.34,5.2,1261467899,1024
34,10000042,2014-08-24,5.0,5.15,5.12,640032427,564
34,10000043,2014-08-24,5.25,5.2699,5.26,4177627797,1041
34,10000002,2014-08-25,5.3099,5.41,5.37,11962039891,2235
34,10000030,2014-08-25,5.08,5.11,5.1,895552988,699
34,10000032,2014-08-25,5.03,5.25,5.07,1207321154,857
34,10000042,2014-08-25,4.79,5.05,5.04,612651731,504
34,10000043,2014-08-25,5.19,5.25,5.22,3269705250,916
34,10000002,2014-08-26,5.29,5.42,5.38,12931803923,1789
34,10000030,2014-08-26,5.07,5.2,5.16,874496954,652
34,10000032,2014-08-26,5.0,5.1,5.0199,1936112062,745
34,10000042,2014-08-26,4.32,7.29,5.0394,256212395,364
34,10000043,2014-08-26,5.14,5.22,5.16,3269127057,745
34,10000002,2014-08-27,5.32,5.4,5.34,9381844993,1982
34,10000030,2014-08-27,4.76,5.16,4.88,1523021796,638
34,10000032,2014-08-27,4.98,5.13,5.1,1152189756,875
34,10000042,2014-08-27,5.0,5.18,5.05,403353765,421
34,10000043,2014-08-27,5.13,5.18,5.14,3295970301,777
34,10000002,2014-08-28,5.35,5.4,5.39,9290907812,1947
34,10000030,2014-08-28,4.92,5.15,5.0,1016482519,609
34,10000032,2014-08-28,4.96,5.1,5.0199,1042501057,792
34,10000042,2014-08-28,5.04,5.19,5.09,1053744127,468
34,10000043,2014-08-28,5.12,5.22,5.13,3421456936,802
34,10000002,2014-08-29,5.27,5.34,5.3,11367874425,1940
34,10000030,2014-08-29,4.0199,6.38,4.9578,1136033769,515
34,10000032,2014-08-29,5.03,5.16,5.13,2415502572,855
34,10000042,2014-08-29,4.89,5.0199,4.98,399805619,500
34,10000043,2014-08-29,5.14,5.23,5.16,2258587772,813
34,10000002,2014-08-30,5.25,5.34,5.3099,12156042414,2141
34,10000030,2014-08-30,5.0,5.0199,5.0199,2805154514,753
34,10000032,2014-08-30,4.93,5.19,5.09,1561593429,945
34,10000042,2014-08-30,5.0,5.09,5.05,711734945,587
34,10000043,2014-08-30,5.21,5.4,5.23,4321901872,996
34,10000002,2014-08-31,5.24,5.35,5.33,13720239866,2391
34,10000030,2014-08-31,4.99,5.05,5.03,1348704441,814
34,10000032,2014-08-31,5.04,5.3,5.19,1358952995,1066
34,10000042,2014-08-31,4.8,5.13,5.0599,640722949,619
34,10000043,2014-08-31,5.13,5.3,5.2,2848815751,1094
34,10000002,2014-09-01,5.28,5.43,5.36,11801125334,2038
34,10000030,2014-09-01,5.07,5.08,5.08,1585449323,670
34,10000032,2014-09-01,5.1,5.15,5.1,1902596803,928
34,10000042,2014-09-01,5.05,5.15,5.1,1158998396,598
34,10000043,2014-09-01,5.0,5.15,5.13,3557024400,971
34,10000002,2014-09-02,5.28,5.36,5.34,9975747463,1927
34,10000030,2014-09-02,5.1,5.12,5.11,1832445825,676
34,10000032,2014-09-02,5.19,5.35,5.3,1162666333,870
34,10000042,2014-09-02,4.83,4.99,4.97,867018314,500
34,10000043,2014-09-02,5.15,5.17,5.16,2988610270,848
